state,middate,daysleft,pollster,clinton,trump
OH,10/22/16,17,Google Consumer Surveys,31.5,37.21
OH,7/19/16,112,Suffolk University,42.6,38.6
OH,10/24/16,15,SurveyMonkey,40,45
OH,10/10/16,29,Baldwin Wallace University,43.2,34.4
OH,11/2/16,6,SurveyMonkey,42,45
OH,10/21/16,18,Remington,42,46
OH,11/4/16,4,Emerson College,38.9,45.6
OH,10/28/16,11,Google Consumer Surveys,33.35,35.38
OH,3/7/16,246,Marist College,48,42
OH,11/1/16,7,TargetSmart/William & Mary,40,43
OH,8/19/16,81,Monmouth University,43,39
OH,10/12/16,27,SurveyMonkey,41,44
OH,10/6/16,33,YouGov,46,42
OH,10/29/16,10,SurveyMonkey,42,45
OH,10/24/16,15,Ipsos,44.85,45.17
OH,10/31/16,8,Ipsos,46.97,45.49
OH,8/26/16,74,Emerson College,42.5,43.4
OH,8/20/16,80,SurveyMonkey,37,40
OH,10/6/16,33,Google Consumer Surveys,32.41,35.84
OH,11/4/16,4,Google Consumer Surveys,35.03,38.18
OH,10/29/16,10,Quinnipiac University,41,46
OH,8/3/16,97,Quinnipiac University,44,42
OH,2/18/16,264,Quinnipiac University,42,44
OH,9/17/16,52,Google Consumer Surveys,33.76,32.71
OH,10/26/16,13,Rasmussen Reports/Pulse Opinion Research,46,42
OH,10/22/16,17,SurveyMonkey,40,45
OH,9/3/16,66,Google Consumer Surveys,29.08,35.47
OH,9/29/16,40,Quinnipiac University,42,47
OH,10/23/16,16,Rasmussen Reports/Pulse Opinion Research,41,44
OH,10/30/16,9,Ipsos,46.21,45.98
OH,10/19/16,20,Rasmussen Reports/Pulse Opinion Research,42,43
OH,7/7/16,124,Marist College,38,35
OH,10/8/16,31,The Times-Picayune/Lucid,44,39
OH,9/26/16,43,Ipsos,44.36,42.81
OH,10/12/16,27,CNN/Opinion Research Corp.,44,48
OH,10/31/16,8,Columbus Dispatch,48,47
OH,11/3/16,5,Ipsos,47.04,46
OH,3/4/16,249,CNN/Opinion Research Corp.,50,43
OH,9/19/16,50,Ipsos,46.34,42.88
OH,10/20/16,19,YouGov,43.2,41.5
OH,10/2/16,37,University of Akron,41,38
OH,5/17/16,175,YouGov,44,39
OH,10/26/16,13,Emerson College,45,45
OH,9/10/16,59,Google Consumer Surveys,31.14,34.34
OH,8/15/16,85,Ipsos,45.31,38.71
OH,9/2/16,67,Quinnipiac University,37,41
OH,10/21/16,18,SurveyMonkey,40,45
OH,10/28/16,11,Rasmussen Reports/Pulse Opinion Research,48,41
OH,11/2/16,6,Rasmussen Reports/Pulse Opinion Research,44,43
OH,10/25/16,14,Trafalgar Group,44.15,48.54
OH,10/12/16,27,Google Consumer Surveys,34.87,35.98
OH,10/13/16,26,Ipsos,43.41,42.75
OH,9/5/16,64,Ipsos,47.39,45.5
OH,8/20/16,80,Google Consumer Surveys,30.73,35.27
OH,9/13/16,56,Suffolk University,39,42
OH,3/5/16,248,Public Policy Polling,45,40
OH,6/27/16,134,Gravis Marketing,49,47.5
OH,10/31/16,8,SurveyMonkey,41,46
OH,11/1/16,7,SurveyMonkey,42,46
OH,11/1/16,7,Rasmussen Reports/Pulse Opinion Research,45,43
OH,8/18/16,82,YouGov,46,40
OH,5/20/16,172,Zogby Interactive/JZ Analytics,38,33
OH,9/14/16,55,Greenberg Quinlan Rosner (Democracy Corps),39,41
OH,10/28/16,11,SurveyMonkey,40,45
OH,10/5/16,34,Public Policy Polling,44,43
OH,5/2/16,190,Quinnipiac University,39,43
OH,7/23/16,108,Public Policy Polling,39,42
OH,9/29/16,40,Anzalone Liszt Grove Research,44,42
OH,8/13/16,87,Google Consumer Surveys,29.53,33.7
OH,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),41,41
OH,11/4/16,4,SurveyMonkey,42,45
OH,7/14/16,117,YouGov,44,40
OH,9/10/16,59,Selzer & Company,39,44
OH,10/2/16,37,Monmouth University,44,42
OH,6/22/16,139,Public Policy Polling,44,40
OH,10/3/16,36,Ipsos,46.21,42.56
OH,10/18/16,21,Suffolk University,45,45
OH,8/26/16,74,Public Policy Polling,46,42
OH,10/21/16,18,Rasmussen Reports/Pulse Opinion Research,41,44
OH,10/16/16,23,Rasmussen Reports/Pulse Opinion Research,42,43
OH,11/4/16,4,Rasmussen Reports/Pulse Opinion Research,44,43
OH,4/26/16,196,Public Policy Polling,45,42
OH,9/9/16,60,CNN/Opinion Research Corp.,41,46
OH,6/25/16,136,RABA Research,41,38
OH,10/30/16,9,SurveyMonkey,41,46
OH,9/22/16,47,Gravis Marketing,42,43
OH,9/12/16,57,Ipsos,47.21,43.52
OH,6/16/16,145,TargetPoint,46,43
OH,8/22/16,78,Ipsos,47.24,40.69
OK,9/12/16,57,Ipsos,29.57,54.94
OK,10/28/16,11,Google Consumer Surveys,27.28,47.83
OK,10/10/16,29,Ipsos,36.08,51.27
OK,10/22/16,17,Google Consumer Surveys,30.59,40.34
OK,10/29/16,10,SurveyMonkey,32,55
OK,11/2/16,6,SurveyMonkey,32,56
OK,10/24/16,15,Ipsos,29.68,60.28
OK,9/30/16,39,Google Consumer Surveys,28.99,39.64
OK,9/23/16,46,Google Consumer Surveys,22.59,35.91
OK,10/22/16,17,SurveyMonkey,31,55
OK,10/17/16,22,Ipsos,35.68,52.33
OK,8/20/16,80,SurveyMonkey,26,49
OK,11/4/16,4,Google Consumer Surveys,26.74,43.34
OK,9/26/16,43,Ipsos,33.22,53.2
OK,8/29/16,71,Ipsos,33.33,52.43
OK,11/4/16,4,SurveyMonkey,32,57
OK,9/19/16,50,Ipsos,31.34,53.86
OK,10/12/16,27,Google Consumer Surveys,33.66,44.49
OK,8/22/16,78,Ipsos,36.51,48.41
OK,11/1/16,7,SurveyMonkey,31,57
OK,10/27/16,12,Ipsos,29.85,60.78
OK,9/10/16,59,Google Consumer Surveys,21.6,44.62
OK,9/14/16,55,SoonerPoll.com,35.6,50.9
OK,9/17/16,52,Google Consumer Surveys,27.82,44.2
OK,10/27/16,12,SurveyMonkey,30,57
OK,7/22/16,109,SoonerPoll.com,28.6,53
OK,10/19/16,20,SoonerPoll.com,29.6,59.6
OK,8/20/16,80,Google Consumer Surveys,24.4,42.18
OK,10/21/16,18,SurveyMonkey,32,56
OK,10/31/16,8,SurveyMonkey,32,56
OK,10/6/16,33,Google Consumer Surveys,33.48,41.63
OK,8/13/16,87,Google Consumer Surveys,27.28,39.25
OK,10/20/16,19,YouGov,26.8,53.4
OK,10/3/16,36,Ipsos,36,51.26
OK,9/5/16,64,Ipsos,32.12,53.18
OK,5/3/16,189,Cole Hargrave Snodgrass & Associates,28,48
OK,10/30/16,9,SurveyMonkey,32,56
OK,8/8/16,92,Ipsos,29.21,58.44
OK,10/24/16,15,SurveyMonkey,30,57
OK,9/3/16,66,Google Consumer Surveys,29.34,44.56
OK,8/27/16,73,Google Consumer Surveys,28.72,37.06
OK,10/28/16,11,SurveyMonkey,31,54
OK,10/17/16,22,Google Consumer Surveys,27.45,41.34
OK,8/15/16,85,Ipsos,31.99,54.42
OR,10/28/16,11,Google Consumer Surveys,37.6,30.6
OR,9/4/16,65,icitizen,43,28
OR,9/5/16,64,Ipsos,44.19,40.95
OR,10/28/16,11,SurveyMonkey,51,36
OR,10/6/16,33,Ipsos,46.96,37.05
OR,9/29/16,40,Ipsos,51.33,36
OR,8/20/16,80,Google Consumer Surveys,37.86,25.34
OR,9/23/16,46,Google Consumer Surveys,44.09,28.75
OR,10/22/16,17,SurveyMonkey,52,33
OR,8/20/16,80,SurveyMonkey,47,32
OR,10/29/16,10,SurveyMonkey,51,36
OR,10/30/16,9,Ipsos,46.72,37.04
OR,5/11/16,181,Clout Research/Wenzel Strategies,42,44
OR,9/15/16,54,Ipsos,43.63,41.36
OR,9/3/16,66,Google Consumer Surveys,38.78,28.36
OR,10/21/16,18,SurveyMonkey,51,32
OR,9/3/16,66,"Davis, Hibbitts & Midghall, Inc.",38,25
OR,9/10/16,59,Google Consumer Surveys,42.32,29.77
OR,10/27/16,12,Ipsos,46.76,38.13
OR,11/2/16,6,SurveyMonkey,51,35
OR,10/27/16,12,SurveyMonkey,51,36
OR,6/25/16,136,icitizen,46,32
OR,8/8/16,92,Ipsos,43.38,39.05
OR,11/4/16,4,SurveyMonkey,50,35
OR,7/11/16,120,Clout Research/Wenzel Strategies,43.1,39.7
OR,9/30/16,39,Google Consumer Surveys,48.01,26.47
OR,8/13/16,87,Google Consumer Surveys,45.18,26.09
OR,10/27/16,12,"Davis, Hibbitts & Midghall, Inc.",41,34
OR,10/10/16,29,Ipsos,46.28,37.24
OR,10/9/16,30,Riley Research Associates,46,36
OR,9/22/16,47,Ipsos,48.42,37.65
OR,8/29/16,71,Ipsos,46.76,35.01
OR,10/24/16,15,SurveyMonkey,50,35
OR,11/4/16,4,Google Consumer Surveys,44.95,26.36
OR,9/17/16,52,Google Consumer Surveys,40.19,28.11
OR,10/17/16,22,Google Consumer Surveys,47.73,23.55
OR,10/4/16,35,Gravis Marketing,47,39
OR,10/9/16,30,"Davis, Hibbitts & Midghall, Inc.",43,36
OR,8/15/16,85,Ipsos,44.92,36.58
OR,10/30/16,9,SurveyMonkey,51,36
OR,11/1/16,7,SurveyMonkey,51,35
OR,10/17/16,22,Ipsos,46.26,37.69
OR,10/20/16,19,YouGov,43.8,36
OR,10/12/16,27,Google Consumer Surveys,43.67,24.5
OR,10/31/16,8,SurveyMonkey,51,36
OR,5/7/16,185,"Davis, Hibbitts & Midghall, Inc.",43,32
OR,8/27/16,73,Google Consumer Surveys,42.39,27.93
OR,10/6/16,33,Google Consumer Surveys,48.54,23.82
OR,10/11/16,28,SurveyUSA,48,38
OR,10/22/16,17,Google Consumer Surveys,48.72,25.47
OR,11/4/16,4,Gravis Marketing,44,40
OR,8/22/16,78,Ipsos,44.3,39.17
OR,9/30/16,39,Hoffman Research Group,45,33
OR,10/27/16,12,Ipsos,46.46,37.41
PA,10/30/16,9,Ipsos,47.57,44.89
PA,10/6/16,33,"Susquehanna Polling & Research, Inc.",44,40
PA,10/24/16,15,SurveyMonkey,47,42
PA,10/17/16,22,Ipsos,49.13,38.7
PA,9/27/16,42,Public Policy Polling,45,39
PA,9/5/16,64,Ipsos,49.12,44.29
PA,10/31/16,8,SurveyMonkey,46,43
PA,8/22/16,78,Ipsos,49.83,43.29
PA,10/12/16,27,SurveyMonkey,46,40
PA,4/5/16,217,Fox News/Anderson Robbins Research/Shaw & Company Research,44,44
PA,10/30/16,9,Remington,45,43
PA,10/27/16,12,SurveyMonkey,49,41
PA,9/12/16,57,Ipsos,46.11,43.81
PA,11/4/16,4,Google Consumer Surveys,37.69,37.29
PA,7/30/16,101,Franklin & Marshall College,49,36
PA,8/27/16,73,Franklin & Marshall College,45,40
PA,10/1/16,38,Monmouth University,50,40
PA,10/21/16,18,Remington,45,42
PA,10/3/16,36,Ipsos,49.34,42.79
PA,6/16/16,145,TargetPoint,45,41
PA,8/26/16,74,Emerson College,45.9,42.7
PA,10/24/16,15,Ipsos,48.03,45.87
PA,10/24/16,15,Siena College,46,39
PA,9/14/16,55,Greenberg Quinlan Rosner (Democracy Corps),46,38
PA,10/18/16,21,Emerson College,45,41
PA,10/29/16,10,SurveyMonkey,48,42
PA,2/13/16,269,Robert Morris University,43.4,44.3
PA,11/1/16,7,Rasmussen Reports/Pulse Opinion Research,46,43
PA,10/17/16,22,Google Consumer Surveys,36.67,35.97
PA,11/4/16,4,Rasmussen Reports/Pulse Opinion Research,44,46
PA,8/20/16,80,Google Consumer Surveys,37.04,32.82
PA,8/5/16,95,Marist College,45,36
PA,8/24/16,76,GBA Strategies,46,40
PA,11/1/16,7,Muhlenberg College,44,40
PA,6/27/16,134,Gravis Marketing,49.5,48
PA,8/30/16,70,Public Policy Polling,47,42
PA,8/20/16,80,SurveyMonkey,41,38
PA,10/30/16,9,SurveyMonkey,47,42
PA,10/13/16,26,Quinnipiac University,47,41
PA,10/28/16,11,Google Consumer Surveys,36.86,39.45
PA,6/22/16,139,Public Policy Polling,46,42
PA,10/4/16,35,Marist College,49,37
PA,11/2/16,6,SurveyMonkey,47,42
PA,7/30/16,101,Public Policy Polling,45,42
PA,3/17/16,236,Franklin & Marshall College,46,33
PA,10/31/16,8,Ipsos,48.15,44.04
PA,10/8/16,31,The Times-Picayune/Lucid,47,38
PA,10/31/16,8,Gravis Marketing,47,46
PA,10/20/16,19,Rasmussen Reports/Pulse Opinion Research,45,40
PA,7/5/16,126,Quinnipiac University,34,40
PA,10/6/16,33,YouGov,48,40
PA,9/30/16,39,Google Consumer Surveys,37.4,37.06
PA,8/3/16,97,Quinnipiac University,48,39
PA,11/2/16,6,Clarity Campaign Labs,47,43
PA,8/26/16,74,Public Policy Polling,48,43
PA,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),45,36
PA,10/29/16,10,CNN/Opinion Research Corp.,48,44
PA,10/31/16,8,"Susquehanna Polling & Research, Inc.",45,43
PA,10/23/16,16,Muhlenberg College,45,39
PA,9/14/16,55,Muhlenberg College,40,32
PA,3/6/16,247,Mercyhurst University,43,35
PA,10/30/16,9,Monmouth University,48,44
PA,10/20/16,19,YouGov,42.7,41.2
PA,11/1/16,7,Remington,46,45
PA,10/29/16,10,Quinnipiac University,48,43
PA,10/22/16,17,Google Consumer Surveys,39.02,38.79
PA,4/1/16,221,Quinnipiac University,45,42
PA,10/19/16,20,Rasmussen Reports/Pulse Opinion Research,45,41
PA,11/3/16,5,Ipsos,48.2,45.19
PA,10/27/16,12,YouGov,48,40
PA,10/31/16,8,Public Policy Polling,48,44
PA,10/28/16,11,Franklin & Marshall College,49,38
PA,10/25/16,14,Emerson College,48,43
PA,10/31/16,8,Rasmussen Reports/Pulse Opinion Research,45,44
PA,11/1/16,7,SurveyMonkey,46,43
PA,9/30/16,39,Franklin & Marshall College,47,38
PA,9/29/16,40,Quinnipiac University,45,41
PA,10/29/16,10,Rasmussen Reports/Pulse Opinion Research,43,44
PA,6/4/16,157,Public Policy Polling,41,40
PA,10/6/16,33,Google Consumer Surveys,39.65,33.6
PA,4/19/16,203,Marist College,54,39
PA,8/2/16,98,"Susquehanna Polling & Research, Inc.",46,37
PA,9/22/16,47,CNN/Opinion Research Corp.,45,44
PA,9/10/16,59,Google Consumer Surveys,33.59,36.18
PA,6/16/16,145,Evolving Strategies,46,32
PA,10/9/16,30,Selzer & Company,48,39
PA,8/27/16,73,Google Consumer Surveys,36.18,35.21
PA,9/26/16,43,Ipsos,45.23,42.35
PA,9/3/16,66,Google Consumer Surveys,33,34.57
PA,11/1/16,7,Gravis Marketing,47,45
PA,7/7/16,124,Marist College,43,35
PA,10/23/16,16,Rasmussen Reports/Pulse Opinion Research,47,40
PA,9/21/16,48,Muhlenberg College,40,38
PA,9/21/16,48,Harper Polling,45,43
PA,10/21/16,18,SurveyMonkey,48,42
PA,9/23/16,46,Gravis Marketing,46,43
PA,10/16/16,23,Rasmussen Reports/Pulse Opinion Research,44,41
PA,7/26/16,105,Suffolk University,46,37
PA,8/27/16,73,Monmouth University,48,40
PA,5/2/16,190,Quinnipiac University,43,42
PA,8/15/16,85,Ipsos,45.79,45.28
PA,10/28/16,11,Rasmussen Reports/Pulse Opinion Research,44,42
PA,3/1/16,252,Harper Polling,45,40
PA,9/23/16,46,Google Consumer Surveys,35.11,35.75
PA,11/4/16,4,Gravis Marketing,46,40
PA,9/17/16,52,Mercyhurst University,42,41
PA,11/4/16,4,YouGov,45,43
PA,11/4/16,4,SurveyMonkey,46,43
PA,10/10/16,29,Ipsos,46.13,41.91
PA,10/21/16,18,Rasmussen Reports/Pulse Opinion Research,48,40
PA,10/26/16,13,Rasmussen Reports/Pulse Opinion Research,47,40
PA,9/19/16,50,Ipsos,45.69,46.46
PA,10/12/16,27,Google Consumer Surveys,38.86,36.06
PA,11/4/16,4,Trafalgar Group,46.51,48.43
PA,11/2/16,6,Rasmussen Reports/Pulse Opinion Research,48,42
PA,6/13/16,148,Quinnipiac University,39,36
PA,10/22/16,17,SurveyMonkey,48,42
PA,10/28/16,11,SurveyMonkey,49,41
PA,9/2/16,67,Quinnipiac University,44,39
PA,8/31/16,69,YouGov,45,37
PA,10/27/16,12,Gravis Marketing,47,44
PA,8/13/16,87,Google Consumer Surveys,40.37,30.59
PA,9/17/16,52,Google Consumer Surveys,34.81,36.05
PA,8/29/16,71,Ipsos,48.05,41.77
PA,11/2/16,6,Harper Polling,46,46
RI,10/31/16,8,SurveyMonkey,49,38
RI,11/1/16,7,SurveyMonkey,49,36
RI,8/13/16,87,Google Consumer Surveys,34.17,27.03
RI,10/30/16,9,SurveyMonkey,48,38
RI,9/3/16,66,Emerson College,44,41
RI,10/28/16,11,SurveyMonkey,49,36
RI,10/20/16,19,YouGov,47,29.2
RI,10/12/16,27,Google Consumer Surveys,57.33,13.05
RI,9/30/16,39,Google Consumer Surveys,44.76,28.48
RI,9/23/16,46,Google Consumer Surveys,42.37,22.99
RI,10/22/16,17,Google Consumer Surveys,46.65,28.26
RI,10/29/16,10,SurveyMonkey,49,36
RI,10/6/16,33,Google Consumer Surveys,52.2,25.04
RI,9/17/16,52,Google Consumer Surveys,46.4,30.9
RI,8/27/16,73,Google Consumer Surveys,38.94,19.93
RI,11/4/16,4,Google Consumer Surveys,40.69,23.1
RI,8/20/16,80,Google Consumer Surveys,44.22,18.48
RI,10/27/16,12,SurveyMonkey,49,36
RI,10/24/16,15,SurveyMonkey,48,37
RI,10/22/16,17,SurveyMonkey,49,37
RI,10/21/16,18,SurveyMonkey,49,37
RI,10/3/16,36,Emerson College,52,32
RI,10/28/16,11,Google Consumer Surveys,38.44,36.63
RI,9/3/16,66,Google Consumer Surveys,41.18,23.5
RI,8/20/16,80,SurveyMonkey,41,33
RI,11/2/16,6,SurveyMonkey,49,36
RI,10/17/16,22,Google Consumer Surveys,45.07,32.76
RI,11/4/16,4,SurveyMonkey,48,36
RI,9/10/16,59,Google Consumer Surveys,37.65,30.19
SC,10/27/16,12,SurveyMonkey,42,46
SC,10/17/16,22,Google Consumer Surveys,29.2,45.11
SC,9/12/16,57,Ipsos,42.92,49.66
SC,8/19/16,81,Feldman Group,39,39
SC,10/12/16,27,Google Consumer Surveys,29.99,44.27
SC,8/20/16,80,Google Consumer Surveys,27.1,39.4
SC,9/9/16,60,Trafalgar Group,37.57,53
SC,8/8/16,92,Ipsos,41.09,50.04
SC,10/24/16,15,SurveyMonkey,43,46
SC,8/22/16,78,Ipsos,45.14,48.14
SC,11/4/16,4,Google Consumer Surveys,31.91,45.52
SC,8/9/16,91,Public Policy Polling,39,41
SC,10/10/16,29,Ipsos,43.67,50.89
SC,9/29/16,40,Ipsos,46.67,48.25
SC,9/22/16,47,Winthrop University,38,42
SC,9/22/16,47,Ipsos,44.41,49
SC,9/23/16,46,Google Consumer Surveys,28.3,45.73
SC,10/27/16,12,Ipsos,44.27,49.19
SC,10/30/16,9,SurveyMonkey,43,47
SC,9/5/16,64,Ipsos,43.47,50.55
SC,8/31/16,69,First Tuesday Strategies,38,50
SC,10/17/16,22,Ipsos,43.53,48.62
SC,11/13/15,361,Morning Consult,41,44
SC,10/20/16,19,YouGov,35.6,46.6
SC,11/1/16,7,SurveyMonkey,43,46
SC,8/27/16,73,Google Consumer Surveys,31.75,41.66
SC,9/3/16,66,Google Consumer Surveys,30.31,40.17
SC,10/30/16,9,Starboard Communications,36,47
SC,10/31/16,8,SurveyMonkey,43,47
SC,8/29/16,71,Ipsos,44.55,48.91
SC,10/3/16,36,Ipsos,45.97,48.85
SC,10/27/16,12,Ipsos,44.02,48.32
SC,9/8/16,61,Starboard Communications,35,48
SC,11/2/16,6,SurveyMonkey,44,46
SC,9/10/16,59,Google Consumer Surveys,30.53,39.13
SC,8/13/16,87,Google Consumer Surveys,30.09,39.17
SC,10/30/16,9,Ipsos,43.61,49.43
SC,10/29/16,10,SurveyMonkey,44,45
SC,10/28/16,11,Google Consumer Surveys,31.9,38.15
SC,11/7/15,367,Public Policy Polling,42,47
SC,10/22/16,17,SurveyMonkey,43,45
SC,9/17/16,52,Google Consumer Surveys,33.23,40.95
SC,10/6/16,33,Google Consumer Surveys,31.38,45.47
SC,8/15/16,85,Ipsos,45.82,45.72
SC,10/21/16,18,SurveyMonkey,43,45
SC,9/30/16,39,Google Consumer Surveys,29.83,40.78
SC,11/4/16,4,SurveyMonkey,43,47
SC,11/4/16,4,Gravis Marketing,43,48
SC,8/20/16,80,SurveyMonkey,38,45
SC,10/22/16,17,Google Consumer Surveys,30.14,40.94
SC,10/28/16,11,SurveyMonkey,43,45
SC,8/16/16,84,Gravis Marketing,37,41
SD,11/4/16,4,Google Consumer Surveys,35.48,36.34
SD,10/17/16,22,Google Consumer Surveys,28.25,44.01
SD,10/10/16,29,Ipsos,32.76,49.64
SD,9/3/16,66,Google Consumer Surveys,35.35,34.63
SD,8/13/16,87,Google Consumer Surveys,24.68,34.67
SD,9/26/16,43,Ipsos,35.73,45.45
SD,10/20/16,19,YouGov,31.3,49.6
SD,10/28/16,11,SurveyMonkey,27,53
SD,10/30/16,9,Ipsos,28.45,47.2
SD,10/12/16,27,Google Consumer Surveys,28.56,38.29
SD,8/27/16,73,Google Consumer Surveys,27.93,38.56
SD,10/21/16,18,SurveyMonkey,32,52
SD,10/3/16,36,Ipsos,34.02,48.01
SD,9/19/16,50,Ipsos,31.67,46.8
SD,9/30/16,39,Google Consumer Surveys,36.16,37.36
SD,9/17/16,52,Google Consumer Surveys,31.03,30.11
SD,10/27/16,12,SurveyMonkey,29,55
SD,11/2/16,6,SurveyMonkey,31,53
SD,10/22/16,17,SurveyMonkey,32,53
SD,10/31/16,8,SurveyMonkey,31,52
SD,11/4/16,4,SurveyMonkey,32,53
SD,8/20/16,80,Google Consumer Surveys,33.23,25.56
SD,8/20/16,80,SurveyMonkey,29,43
SD,9/12/16,57,Ipsos,28.31,51.61
SD,10/24/16,15,SurveyMonkey,30,53
SD,10/28/16,11,Google Consumer Surveys,19.54,43.31
SD,9/23/16,46,Google Consumer Surveys,29.11,31.07
SD,9/10/16,59,Google Consumer Surveys,22.75,43
SD,10/30/16,9,Ipsos,29.45,52.16
SD,10/25/16,14,Nielson Brothers Polling,35,49
SD,11/1/16,7,SurveyMonkey,30,53
SD,10/6/16,33,Google Consumer Surveys,32.71,36.87
SD,10/19/16,20,"Mason-Dixon Polling & Research, Inc.",37,44
SD,10/22/16,17,Google Consumer Surveys,29.92,41.88
SD,10/29/16,10,SurveyMonkey,27,52
SD,10/30/16,9,SurveyMonkey,29,53
SD,10/20/16,19,Remington,37,48
TN,10/27/16,12,Ipsos,34.46,50.09
TN,9/23/16,46,Google Consumer Surveys,25.38,47.7
TN,10/13/16,26,Ipsos,34.69,44.35
TN,10/24/16,15,SurveyMonkey,38,51
TN,11/4/16,4,SurveyMonkey,41,49
TN,11/1/16,7,SurveyMonkey,41,49
TN,10/21/16,18,SurveyMonkey,38,49
TN,10/30/16,9,Ipsos,36.33,49.76
TN,9/10/16,59,Google Consumer Surveys,23.92,49.08
TN,10/20/16,19,YouGov,33.9,48.3
TN,10/27/16,12,Ipsos,35.18,49.82
TN,9/29/16,40,Ipsos,33.86,48.57
TN,10/22/16,17,Google Consumer Surveys,27.65,43.8
TN,10/29/16,10,SurveyMonkey,40,51
TN,10/6/16,33,Google Consumer Surveys,33.28,43.35
TN,8/13/16,87,Google Consumer Surveys,24.83,41.48
TN,9/3/16,66,Google Consumer Surveys,30.55,43.66
TN,8/20/16,80,Google Consumer Surveys,25.93,46.25
TN,8/25/16,75,Ipsos,31.48,49.44
TN,9/30/16,39,Middle Tennessee State University,38,50
TN,9/1/16,68,Ipsos,27.91,48.53
TN,10/17/16,22,Google Consumer Surveys,26.92,44.64
TN,11/4/16,4,Google Consumer Surveys,34.21,44.33
TN,8/18/16,82,Ipsos,32.71,45.65
TN,10/15/16,24,icitizen,34,44
TN,8/27/16,73,Google Consumer Surveys,27.05,44.62
TN,9/17/16,52,Google Consumer Surveys,28.63,41.49
TN,9/15/16,54,Ipsos,33.39,47.02
TN,9/8/16,61,Ipsos,26.46,49.74
TN,10/27/16,12,SurveyMonkey,39,51
TN,10/31/16,8,SurveyMonkey,41,49
TN,9/22/16,47,Ipsos,35.1,47.07
TN,5/3/16,189,Princeton Survey Research Associates International,35,44
TN,9/25/16,44,Vanderbilt University,33,44
TN,11/2/16,6,SurveyMonkey,40,49
TN,10/12/16,27,Google Consumer Surveys,31.08,43
TN,10/20/16,19,Ipsos,35.41,42.95
TN,8/11/16,89,Ipsos,35.51,42.91
TN,10/28/16,11,SurveyMonkey,38,51
TN,10/30/16,9,SurveyMonkey,41,50
TN,10/28/16,11,Google Consumer Surveys,31.36,42.27
TN,10/22/16,17,SurveyMonkey,38,50
TN,9/30/16,39,Google Consumer Surveys,31.62,42.73
TN,7/26/16,105,icitizen,30,47
TN,8/20/16,80,SurveyMonkey,31,51
TN,10/6/16,33,Ipsos,34.58,47.28
TX,10/3/16,36,Ipsos,33.59,50.14
TX,10/17/16,22,Ipsos,39.04,52.23
TX,8/20/16,80,Google Consumer Surveys,32.89,38.78
TX,10/23/16,16,Crosswind Media & Public Relations,38,45
TX,8/22/16,78,Ipsos,32.13,45.36
TX,11/1/16,7,Emerson College,34.5,49.2
TX,11/1/16,7,SurveyMonkey,42,47
TX,9/30/16,39,Google Consumer Surveys,33.42,40.37
TX,9/17/16,52,Google Consumer Surveys,28.94,42.35
TX,11/4/16,4,SurveyMonkey,43,46
TX,2/21/16,261,SurveyUSA,44,47
TX,10/27/16,12,SurveyMonkey,42,46
TX,9/12/16,57,Ipsos,28.51,51.13
TX,10/11/16,28,SurveyUSA,43,47
TX,9/8/16,61,Emerson College,36.1,42.4
TX,10/28/16,11,SurveyMonkey,41,47
TX,10/18/16,21,YouGov,42,45
TX,11/2/16,6,SurveyMonkey,42,47
TX,10/28/16,11,Dixie Strategies,39.39,51.53
TX,10/20/16,19,YouGov,36.8,44.7
TX,10/31/16,8,Ipsos,39.55,49.4
TX,10/10/16,29,Ipsos,31.57,57
TX,10/28/16,11,Google Consumer Surveys,31.53,43.03
TX,10/6/16,33,Google Consumer Surveys,31.75,39.97
TX,10/12/16,27,SurveyMonkey,42,44
TX,10/22/16,17,Google Consumer Surveys,30.24,43.55
TX,10/11/16,28,University of Houston,38,41
TX,8/13/16,87,Public Policy Polling,38,44
TX,8/20/16,80,SurveyMonkey,40,40
TX,6/15/16,146,YouGov,32,39
TX,9/23/16,46,Google Consumer Surveys,29.93,42.1
TX,9/19/16,50,Ipsos,32.6,48.1
TX,10/30/16,9,Ipsos,39.31,49.09
TX,8/13/16,87,Google Consumer Surveys,31.11,40.53
TX,8/27/16,73,Google Consumer Surveys,34.09,37.44
TX,10/24/16,15,SurveyMonkey,40,47
TX,9/5/16,64,Ipsos,30.91,48.29
TX,10/12/16,27,Google Consumer Surveys,29.79,41.49
TX,9/3/16,66,Google Consumer Surveys,30.5,39.55
TX,10/24/16,15,Ipsos,33.95,48.36
TX,10/30/16,9,SurveyMonkey,42,46
TX,10/29/16,10,SurveyMonkey,41,47
TX,9/6/16,63,Texas Lyceum,32,39
TX,10/22/16,17,SurveyMonkey,40,47
TX,6/13/16,148,Leland Beatty,29.7,36.8
TX,10/21/16,18,YouGov,43,46
TX,8/15/16,85,Ipsos,32.35,45.87
TX,11/4/16,4,Google Consumer Surveys,32.29,42.48
TX,8/29/16,71,Ipsos,31.95,48.89
TX,10/17/16,22,Google Consumer Surveys,33.31,40.79
TX,10/21/16,18,SurveyMonkey,40,47
TX,11/3/16,5,Ipsos,39.3,48.75
TX,9/26/16,43,Ipsos,32.9,48.31
TX,9/10/16,59,Google Consumer Surveys,28.76,39.7
TX,10/31/16,8,Marist College,40,49
